app_name,release_date,id,precios
Streets of Fury EX Demo,2015-06-29,383570,0
FSX: Steam Edition - Caernarfon Airport (EGCK) Add-On,2015-06-30,352185,3
FSX: Steam Edition - Catalina Airport (KAVX) Add-On,2015-06-30,352187,3
ROGUS - Kingdom of The Lost Souls,2015-06-30,366350,1
FSX: Steam Edition - Augusta Airport (KAGS) Add-On,2015-06-30,352189,3
Dragon's Prophet: Starter Pack,2015-06-17,352991,2
Fragile Allegiance,1997-03-31,383100,1
Quiplash,2015-06-30,351510,2
RONIN,2015-06-30,274230,2
The Escapists - Escape Team,2015-06-30,376700,1
Incandescent,2015-06-30,380550,1
Warriors & Castles,2015-06-30,372380,1
Rocksmith® 2014 – Willie Nelson - “On the Road Again”,2015-06-30,369768,1
WAKFU - Book II: Ush,2015-07-02,367930,1
Divide By Sheep,2015-07-02,252130,1
Call of Duty®: Advanced Warfare - Supremacy,2015-07-02,318793,2
Legends of Eisenwald,2015-07-02,246760,3
Vector Thrust,2015-07-02,242130,3
NotGTAV,2015-07-02,369580,1
Always The Same Blue Sky... Original Soundtrack,2015-07-06,382170,1
TOUKIDEN Kiwami - Mission Collection 1-3,2015-07-02,379590,1
TOUKIDEN Kiwami - Mission Collection 4-7,2015-07-02,380900,1
TOUKIDEN Kiwami - Mission Collection 8-11,2015-07-02,380901,1
Depth - S.T.E.V.E. Pack,2015-07-02,384240,2
Sea of Stars - Soundtrack,2015-07-02,383600,1
Loot Hero DX,2015-07-03,294040,1
Unpossible,2015-07-03,300400,1
Rocksmith® 2014 – Roger Miller - “King of the Road”,2015-06-30,369769,1
SUMICO - The Numbers Game,2015-07-03,383190,1
Subspace Continuum,2015-07-03,352700,0
Vapour,2015-07-03,345440,2
IPackThat Commercial Edition Upgrade,2015-07-03,366930,3
Devouring Stars,2015-07-03,354230,2
Rocksmith® 2014 – Classic Country Song Pack,2015-06-30,369771,2
Rocksmith® 2014 – Hank Williams - “I’m So Lonesome I Could Cry”,2015-06-30,369770,1
Glorkian Warrior OST,2015-06-30,383140,1
Infinifactory,2015-06-30,300570,3
Devilry,2015-06-30,382180,1
Grail to the Thief Demo,2014-09-10,383920,0
Yargis - Space Melee,2015-06-30,369040,2
Ted by Dawn,2015-06-29,381090,0
N2O: Nitrous Oxide,2015-06-29,364840,1
DungeonRift Demo,2015-06-29,375560,0
Don'Yoku OST,2015-06-29,383250,1
Don'Yoku,2015-06-29,380690,2
Professor Teaches® Excel 2013 & 365,2015-06-29,377040,2
The Sandbox,2015-06-29,265810,1
Forest Warrior,2015-06-25,378590,1
Professor Teaches® Word 2013 & 365,2015-06-29,377050,2
Sumo Revise OST,2015-06-25,382190,1
Sumo Revise,2015-06-25,379290,1
Kings of Kung Fu,2015-06-25,316930,2
Pizza Express,2015-06-25,375250,2
Portal Stories: Mel,2015-06-25,317400,0
King Pack,2015-06-25,376550,1
1 Blue Orb,2015-06-23,359492,1
"Proud Souls (200,000)",2015-06-23,359495,1
2 Blue Orbs,2015-06-23,359493,1
"Red Orbs (300,000)",2015-06-23,359497,1
Rocksmith® 2014 – Primus - “Jerry Was A Race Car Driver”,2015-06-23,369763,1
Rocksmith® 2014 – Primus - “Tommy the Cat”,2015-06-23,369764,1
Rocksmith® 2014 – Primus - “Wynona’s Big Brown Beaver”,2015-06-23,369765,1
Rocksmith® 2014 – Primus - “South Park Theme”,2015-06-23,369766,1
Batman™: Arkham Knight,2015-06-23,208650,3
Super 3-D Noah's Ark,1995-01-01,371180,1
Curse of Mermos,2015-06-23,352160,0
Gilbert Goodmate and the Mushroom of Phungoria,2001-06-08,365730,2
Centauri Sector,2015-06-24,355810,1
Rocksmith® 2014 – Primus Song Pack,2015-06-23,369767,2
MotoGP™15: 4 Stroke Champions and Events,2015-06-23,373200,2
Kings of Kung Fu OST,2015-06-25,382950,1
MotoGP™15: Moto2™ and Moto3™,2015-06-23,374800,0
Medieval: Total War™ - Collection,2002-08-20,345260,2
SHOGUN: Total War™ - Collection,2000-06-13,345240,2
Total War: ATTILA - The Last Roman Campaign Pack,2015-06-25,343462,2
Lethis - Path of Progress,2015-06-25,359230,3
PAYDAY 2: The Golden Grin Casino Heist,2015-06-25,374300,0
Mighty Switch Force! Hyper Drive Edition,2015-06-25,366970,2
Dwarven Brawl Bros,2015-06-25,367260,1
Skyflower,2015-06-25,364670,1
METAL SLUG,2015-06-25,366250,2
PAYDAY 2: Sokol Character Pack,2015-06-25,374301,0
Volstead,2015-06-26,375760,1
Toukiden: Kiwami,2015-06-25,363130,3
NOBUNAGA’S AMBITION: Kakushin with Power Up Kit / 信長の野望・革新 with パワーアップキット,2015-06-25,363090,3
NOBUNAGA'S AMBITION: Tendou with Power Up Kit / 信長の野望・天道 with パワーアップキット,2015-06-25,363110,3
Tomb of Tyrants,2015-06-25,340360,2
Cheats 4 Hire,2015-06-25,374450,1
Hostile Dimension,2015-06-25,371410,1
Fantastic Pinball Thrills,2015-06-26,373800,1
MotoGP™15,2015-06-23,355130,3
SpaceCorn,2012-08-30,380580,1
A-Men 2,2015-06-24,294190,2
Botology,2015-06-24,363610,1
Celia's Quest,2015-06-24,380120,2
Her Story,2015-06-24,368370,2
Super Chibi Knight,2015-06-24,283080,1
Tales of Cosmos Demo,2015-06-24,379970,0
Interstellar Rift,2015-06-23,363360,2
Barony,2015-06-23,371970,2
Devil May Cry® 4 Special Edition,2015-06-23,329050,3
Alarameth TD Demo,2015-06-23,379270,0
Alarameth TD™,2015-06-23,377280,2
Lady & Trish Costumes,2015-06-23,359496,1
S.Nero/Dante/Vergil,2015-06-23,359491,1
Unlock All Modes,2015-06-23,359490,1
Rocksmith® 2014 – Player Picks Song Pack,2015-06-16,369762,2
Rocksmith® 2014 – The Edgar Winter Group - “Frankenstein”,2015-06-16,369761,1
Brazil Pack,2015-06-16,351553,1
Galagan's Island: Reprymian Rising,2015-06-12,378850,1
TANE DLC: Nickel Plate High Speed Freight Set,2015-06-16,380740,3
Senran Kagura Mashup Set,2015-06-16,358144,3
OMSI 2 Add-on Chicago Downtown,2015-06-17,361290,3
Car Mechanic Simulator 2015 Demo,2015-06-17,380970,0
Hack RUN,2015-06-17,378110,1
Train Valley Demo,2015-06-17,380930,0
FREE Soccer Theme Pack,2015-06-17,380760,0
Kholat: Original Soundtrack,2015-06-17,380800,1
Eternal Senia,2015-06-18,351640,0
HIS - [Stranraer] Supermarine Stranraer pack,2015-06-18,369506,3
In Search of the Most Dangerous Town on the Internet,2015-06-18,380890,0
Pro Cycling Manager 2015,2015-06-18,322850,2
Farm Expert 2016 - Farm Machines Pack,2015-06-18,375470,0
Highlands - Original Soundtrack,2015-06-18,380170,1
Rugby League Team Manager 2015,2015-06-19,367550,3
ACID Music Studio 10 - Steam Powered - Loop Content,2015-06-19,376440,0
TRIP Steam Edition,2015-06-19,341540,1
LEGO Jurassic World: Jurassic Park Trilogy DLC Pack 1,2015-06-12,367871,1
Masterspace,2015-06-15,282860,2
LEGO Jurassic World: Jurassic World DLC Pack,2015-06-12,367870,1
LEGO Jurassic World: Jurassic Park Trilogy DLC Pack 2,2015-06-12,367872,1
Avalanche 2: Super Avalanche OST,2015-06-11,377440,1
Rocksmith® 2014 – Accept - “Balls To The Wall”,2015-06-16,342858,1
Dustbowl - Soundtrack,2015-06-15,368540,1
Rocksmith® 2014 – Free - “All Right Now”,2015-06-16,342859,1
Rocksmith® 2014 – Tesla - “Modern Day Cowboy”,2015-06-16,369760,1
Talisman - Character Pack #10 - Shaman,2015-06-10,267782,1
Freestyle 2 -  Naughty Kitties Pro Pack,2015-06-10,373170,3
Freestyle 2 - Naughty Kitties Rookie Pack,2015-06-10,373171,3
Freestyle 2 - Naughty Kitties Star Pack,2015-06-10,374430,3
Crowntakers - Undead Undertakings,2015-06-10,352560,1
Shot In The Dark,2015-06-10,372820,0
The Adventures of Tree Demo,2015-06-10,379040,0
Pixel Piracy OST,2015-06-10,365970,1
Awesomenauts - Gnariachi Skin,2015-06-10,376370,2
Awesomenauts - The Scrolls of XiPang Announcer,2015-06-10,376373,1
Monster Jam Battlegrounds,2015-06-10,336250,2
Awesomenauts - Voltar Bonaparte Skin,2015-06-10,376371,1
Starpoint Gemini 2: Origins,2015-06-10,371060,3
Professor Teaches® Windows® 8.1,2013-10-25,368670,2
DigiFish Aqua Real 2,2015-06-10,372060,2
Burnstar - Original Soundtrack,2015-06-10,378890,1
Crypt of the NecroDancer Extras,2015-06-10,379400,1
Tokyo School Life - Original Soundtrack,2015-06-12,374880,1
The Story Goes On,2015-06-11,369560,1
Catlateral Damage Soundtrack,2015-06-11,374250,1
Antisquad - DELUXE Upgrade,2015-06-11,378330,2
HIS - [XB-35] Julia Mackin Pack,2015-06-08,369505,3
Weird Park Trilogy,2015-06-09,372260,3
Berlin S-Bahn BR 481,2015-06-09,371473,2
Car-set Porsche and Mercedes,2015-06-09,371471,2
Robo Miner,2013-11-01,378570,1
Amerikanische Stadthäuser,2015-06-08,371490,2
Office and apartment buildings US style,2015-06-09,371470,2
BiT Evolution,2015-06-09,342020,2
The Knobbly Crook: Chapter I - The Horse You Sailed In On,2015-06-09,378300,0
Saturday Morning RPG Soundtrack,2014-01-27,325640,2
Kholat,2015-06-09,343710,3
Trans Europ Express VT 11.5,2015-06-09,371472,2
Death Pirate,2015-06-06,359300,1
Frozen Cortex - Ultimate Tier DLC,2015-06-08,283813,3
Blasted Fortress Official Soundtrack,2015-06-08,375800,1
Frozen Cortex - Mega Tier DLC,2015-06-08,283812,3
Frozen Cortex - Soundtrack DLC,2015-06-08,283811,2
Project CARS - Limited Edition Upgrade,2015-06-08,334770,1
Sherlock Holmes Consulting Detective: The Case of the Mummy's Curse,2015-06-08,374010,1
Sherlock Holmes Consulting Detective: The Case of the Mystified Murderess,2015-06-08,376790,1
Sherlock Holmes Consulting Detective: The Case of the Tin Soldier,2015-06-08,376780,1
TransPlan,2015-06-08,374410,1
NEO AQUARIUM - The King of Crustaceans -,2015-06-08,355240,2
Out of Reach,2015-06-08,327090,2
Depth - Sawtooth Mako Skin,2015-06-08,370340,2
Depth - Reef Stalker Tiger Skin,2015-06-08,370341,2
Vulture for Slash'EM,2005-02-01,348190,0
Project CARS - Racing Icons Car Pack,2015-06-09,334772,1
DRAGON BALL Z: Resurrection ‘F’ pack,2015-06-09,344463,2
Chicken Invaders 3 - Christmas Edition,2015-06-09,378620,1
Quantum Conscience,2014-08-26,375770,1
Europa Universalis IV: Sounds from the community - Kairis Soundtrack,2015-06-09,373400,1
Eisenbahn X,2015-06-08,335310,3
Chicken Invaders 3 - Easter Edition,2015-06-09,378621,1
Auto-Set Porsche und Mercedes,2015-06-08,371491,2
VT 11.5,2015-06-08,371492,2
Berliner S-Bahn,2015-06-08,371493,2
Color Assembler Demo,2015-06-08,374130,0
RPG Maker VX Ace - Adventurer's Final Journey,2015-06-08,291472,1
RPG Maker VX Ace - Dead or Alive,2015-06-08,297643,2
RPG Maker VX Ace - Frontier Works: Horror Interior Tiles,2015-06-08,356240,1
RPG Maker VX Ace - Rebel Rapture Music Pack,2015-06-08,297642,3
RPG Maker VX Ace - Mystic Voices Sound Pack,2015-06-08,297641,2
Seduce Me the Otome,2015-02-12,367120,0
RPG Maker VX Ace - POP!: Horror City,2015-06-08,297644,2
RPG Maker VX Ace - Time Fantasy,2015-06-08,268614,2
Little Cells,2015-06-04,352210,1
Tap Heroes,2015-06-05,371570,1
S.K.I.L.L. - Special Force 2 - Recruit Pack,2015-06-05,373590,2
Sylvio,2015-06-05,362860,2
The Body Changer Demo,2015-06-05,369010,0
AdvertCity,2015-04-17,365800,3
CastleAbra,2015-06-05,366570,2
MadOut,2015-06-06,352170,2
Tin Star Demo,2014-02-21,375140,0
Tin Star,2014-02-21,375130,1
Reboot Game Guides and Art Book,2015-06-05,376530,1
Dungeoncraft,2015-06-05,370750,2
Dungeoncraft Demo,2015-06-05,372410,0
Wimp: Who Stole My Pants?,2015-06-05,331570,1
Tabletop Simulator - Superfight,2015-06-05,367330,2
Monument,2015-06-05,376730,1
D4: SWERY's Choice Costume Set -4 Bottles of Tequila-,2015-06-05,368061,1
12 Labours of Hercules II: The Cretan Bull,2015-06-02,360640,1
XIIZEAL,2015-06-05,364250,2
Tile Rider,2015-06-04,356170,1
The Architect,2015-06-04,375420,1
The Masterplan - Soundtrack,2015-06-04,376320,2
The Eigengrau Menagerie,2015-06-04,375090,1
VoiceBot,2015-06-04,374400,2
16bit Trader,2015-06-04,375460,1
Mighty Switch Force! Hose It Down!,2015-06-04,375310,1
Tile Rider - Soundtrack,2015-06-04,362440,1
Men of War: Assault Squad 2 - Airborne,2015-06-04,357760,2
Kaiju-A-GoGo: Hot Rod Ginormasaurus Skin,2015-06-04,376800,1
Spriter: Run N' Gun Pack,2015-06-03,333773,3
Spriter: Adventure Platformer Pack,2015-06-03,333772,3
Color Assembler,2015-06-03,370570,2
Butsbal,2015-06-02,375330,1
D4: SWERY's Choice Costume Set -4 Cups of Coffee-,2015-06-05,368060,1
Spriter: Basic Platformer Pack,2015-06-04,333771,3
Bitweb,2015-06-03,375220,0
Enemy Demo,2015-06-03,376190,0
Silicone-2,2015-06-03,343690,1
Audition Online,2007-04-02,349720,0
SimpleRockets,2015-06-03,343090,2
Adventures of Pip,2015-06-04,303550,2
HIS - [P-61C] Berta Hildebrand Pack,2015-05-31,369504,3
New kind of adventure,2015-06-04,375510,1
Cave Coaster,2015-06-04,371000,1
Star Hammer: The Vanguard Prophecy,2015-06-04,337680,3
Batla - Toy Soldiers Pack,2015-06-04,372470,1
Notch - The Innocent LunA: Eclipsed SinnerS,2012-02-18,325120,2
Supercharged Robot VULKAISER,2015-06-04,349680,1
Guns'N'Zombies: N'Aliens,2015-06-01,362110,1
Dirty Bomb®,1900-01-01,333930,0
Fantasy Grounds - Dungeons & Dragons: The Rise of Tiamat,2015-06-04,357350,3
Rise of Flight: Channel Battles,2015-06-02,356950,3
Rocksmith® 2014 – Queens Of The Stone Age - “No One Knows”,2015-06-02,342846,1
Rocksmith® 2014 – Queens Of The Stone Age - “3s & 7s”,2015-06-02,342847,1
Rocksmith® 2014 – Queens Of The Stone Age - “Make It Wit Chu”,2015-06-02,342849,1
Rocksmith® 2014 – Queens Of The Stone Age - “Little Sister”,2015-06-02,342848,1
Rocksmith® 2014 – Queens of the Stone Age Song Pack,2015-06-02,342851,2
Gunslugs,2015-06-02,371890,1
Al Emmo's Postcards from Anozira,2010-08-02,375020,1
Voyage to Farland,2015-06-02,364790,2
Tokyo Hosto,2013-07-14,349650,1
Card Dungeon,2015-06-02,361130,2
Rocksmith® 2014 – Queens Of The Stone Age - “I Appear Missing”,2015-06-02,342850,1
ACID Music Studio 10 - Steam Powered,2015-06-02,278190,3
You Are Not The Hero,2015-06-02,268970,2
UFHO2,2014-04-01,348840,0
UFHO2 - Game Soundtrack,2014-04-01,373450,0
Organ Biker,2015-06-01,365310,1
UFHO2 - Making Of & Extras,2014-04-01,374180,0
Diamond Deeps,2015-06-01,367800,1
How to Take Off Your Mask Demo,2015-06-01,374540,0
Galaxy Union,2015-06-01,365240,1
Riddled Corpses,2015-06-02,369890,2
Star Horizon - Soundtrack,2015-05-28,374820,1
Kijls Wagon Pack,2015-06-02,326004,1
Barren Roads,2015-06-01,341660,2
BR Railfreight OTA Wagon Pack,2015-06-02,326003,1
Tagds Wagon Pack,2015-06-02,326007,1
Unhack - Digital Artbook,2015-06-02,374100,1
Crazy Machines 2: Anniversary DLC,2015-05-29,335110,1
Retro Game Crunch Soundtrack,2015-05-29,374260,0
Pixel Dungeon,2015-05-29,365900,1
Rebuild 3: Gangs of Deadsville,2015-05-29,257170,2
Agapan,2015-05-30,344260,2
Official Guide - Millennium 5,2015-05-29,357100,1
Space Rogue — Soundtrack,2015-05-29,370450,2
The Fruit of Grisaia,2015-05-29,345610,3
Forge Quest,2015-05-22,249950,2
Gaokao.Love.100Days,2015-05-30,347620,2
SoulCraft,2015-06-01,369180,1
Flix The Flea,2014-10-31,371390,1
0RBITALIS - Supernova Edition Upgrade,2015-06-01,375860,1
SBX: Invasion,2015-06-01,371620,1
Sparkle 2,2015-06-01,370550,2
Avenging Angel,2015-06-01,367240,2
Universal Combat - The Lyrius Conflict,2015-05-29,370810,3
Intergalactic Bubbles,2015-05-29,351490,1
3D MiniGolf,2015-05-29,362830,2
Hyperdimension Neptunia Re;Birth2 Nepgear's Beam Zapper ZERO / ビームザッパーＺＥＲＯ,2015-05-29,354468,1
Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2,2015-05-29,351710,3
Hyperdimension Neptunia Re;Birth2 Additional Content Pack 2 / コンテンツ追加パック２,2015-05-29,354465,1
Hyperdimension Neptunia Re;Birth2 Histy's Rescue Plans / いーすんの救済仕様書パック,2015-05-29,354467,1
Hyperdimension Neptunia Re;Birth2 Additional Content Pack 1/ コンテンツ追加パック１,2015-05-29,354464,1
Horizon Shift,2015-05-29,326120,1
Arkhelom 3D,2015-05-29,373670,1
Hyperdimension Neptunia Re;Birth2 Additional Content Pack 3 / コンテンツ追加パック３,2015-05-29,354466,1
Horizon Shift - Soundtrack,2015-05-29,370430,1
Pillar,2015-05-29,371900,2
Pillar Original Soundtrack,2015-05-29,371930,2
The Next Penelope,2015-05-29,332250,2
Serpent in the Staglands,2015-05-28,335120,3
Zeuxis : procedural texture generator,2015-06-02,366550,2
Ongaku,2015-05-29,360990,1
Talisman - The Sacred Pool Expansion,2015-05-29,267781,1
Ongaku DJ Pack,2015-05-29,369740,1
Ongaku Jack O Lantern Pack,2015-05-29,369920,1
Ongaku Pixel Pack,2015-05-29,369930,1
Ongaku Pop Pack,2015-05-29,369940,1
Ongaku Rock Pack,2015-05-29,369950,1
Ongaku Soundtrack,2015-05-29,370110,1
Ongaku Trippy Pack,2015-05-29,369970,1
Ongaku Zombie Pack,2015-05-29,369980,1
Ongaku Triangle Pack,2015-05-29,369960,1
Ongaku Guy Fawkes Pack,2015-05-29,369910,1
Tobari and the Night of the Curious Moon Demo,2015-05-27,373350,0
Moonrise Base Game + Guildmaster's Edition,2015-05-27,369720,0
Train Simulator: Gatwick Express Class 442 'Wessex' EMU Add-On,2015-05-28,277773,3
Moonrise Base Game + Warden's Edition,2015-05-27,369710,0
Kung Fury,2015-05-28,374570,0
Cash_Out,2015-05-27,372970,1
Shark Attack Deathmatch 2,2015-06-28,330580,1
Star Horizon,2015-05-28,352960,1
Subject 13,2015-05-28,322970,2
Apothecarium: The Renaissance of Evil - Premium Edition,2015-05-28,373860,2
Red Crow Mysteries: Legion,2015-05-28,372890,2
Sister’s Secrecy: Arcanum Bloodlines - Premium Edition,2015-05-28,373870,2
Voodoo Chronicles: The First Sign HD - Director’s Cut Edition,2015-05-28,304750,2
Locoland,2003-11-22,352130,1
Chip's Challenge 1,2015-05-28,346850,1
Chip's Challenge 2,2015-05-28,348300,1
Chip's Challenge 2: Editor,2015-05-28,356630,1
Crash Drive 2,2015-05-28,343440,1
Phantom Breaker: Battle Grounds - Original Soundtrack,2015-05-26,348940,1
Game Character Hub: Second Story,2015-05-26,372710,1
Dying Light: The Bozak Horde,2015-05-26,325723,2
Airport Madness: World Edition,2015-05-28,369290,2
March of War - StormSiege,2015-05-26,359860,0
"Coffee, Kill Boss",2015-05-19,371230,1
The Quiet Girl's Guide to Violence,2012-09-22,371270,1
Labyrinthine Dreams,2015-05-26,278570,1
Portal of Evil: Stolen Runes Collector's Edition,2015-05-26,361850,2
Labyrinthine Dreams - Soundtrack,2015-05-26,372140,1
Tobari and the Night of the Curious Moon,2012-08-11,368140,2
Spaceforce Rogue Universe HD,2007-06-05,372480,2
Martial Law,2015-05-26,346150,1
EWS OTA Wagon Pack,2015-05-27,326002,1
GUILTY GEAR XX ACCENT CORE PLUS R,2015-05-26,348550,2
Tree of Life - Upgrade to Adventurer,2015-05-27,368960,2
Magicka 2,2015-05-26,238370,2
Official Guide - Midnight's Blessing,2015-05-26,371110,1
Audiosurf 2,2015-05-26,235800,2
A Bastard's Tale Demo,2015-05-26,372730,0
Stones of Sorrow,2015-05-26,373290,1
Magnetic: Cage Closed,2015-05-26,344410,2
Upgrade to Magnetic: Cage Closed Collector's Edition,2015-05-26,362850,0
Stones of Sorrow - Soundtrack by Neoandertals,2015-05-26,374160,1
Games of Glory - “Starter pack”,2015-05-26,363770,0
"Games of Glory - ""Star""",2015-05-26,357790,0
Games of Glory - “Guards of the Synarchy”,2015-05-26,363780,0
Games of Glory - “Superstar”,2015-05-26,363781,0
Audiosurf 2 Demo,2015-05-26,373960,0
Quadrant,2015-05-26,365320,1
Floors of Discomfort,2015-05-26,372770,1
Rocksmith® 2014 – The Cure - “Friday I’m In Love”,2015-05-26,342842,1
Rocksmith® 2014 – Steve Vai - “For The Love Of God”,2015-05-26,342843,1
New York Mysteries: Secrets of the Mafia,2015-05-22,372930,2
Ride the Bullet,2015-05-22,364130,1
Asguaard - Deluxe Contents,2015-05-27,372280,2
Ramayana Demo,2015-05-29,372860,0
Ramayana,2015-05-25,371790,1
XLarn,2015-05-25,360030,1
Sproggiwood Original Soundtrack,2015-05-25,357250,1
Ludoku,2015-05-25,366410,1
High On Racing,2006-06-04,362610,1
Corruption Soundtrack,2015-05-25,340670,1
Visibility,2015-05-25,368290,0
Worlds of Magic - Titans Pack DLC,2015-05-25,369131,0
Worlds of Magic - Sorcerer Lords Pack DLC,2015-05-25,369130,0
Initiation Soundtrack,2015-05-25,340661,1
Fine Sweeper,2015-05-25,367000,1
MISSING: An Interactive Thriller - Episode One,2015-05-25,354650,0
Super Chibi Knight Original Sound Track (OST),2015-05-25,373780,1
Panda School Browser,2015-05-22,349280,1
Midnight's Blessing,2015-05-25,370640,2
Fort Defense,2015-05-22,343930,2
8-Bit Adventures: The Forgotten Journey Remastered Edition,2015-03-31,370300,2
Pixel Star,2015-05-22,367300,1
Two Digits,2015-05-22,371330,1
8-Bit Adventures: The Forgotten Journey Remastered Edition Demo,2015-03-04,370530,0
Two Worlds Strategy Guide,2015-05-22,301210,2
Two Worlds II Strategy Guide,2015-05-22,302020,2
Two Worlds II - Pirates of the Flying Fortress Strategy Guide,2015-05-22,302030,2
Tompi Jones,2015-05-22,370310,1
Dreamscape - Official Guide,2015-05-22,366740,1
LOOP: A Tranquil Puzzle Game,2015-05-22,370150,1
GeoVox,2015-05-22,368470,3
Zombie Zoeds,2015-05-20,366890,1
3 Stars of Destiny - Official Guide,2015-05-22,366730,1
Vagrant Hearts 2,2015-05-20,359670,2
Mystik Belle,2015-05-15,332610,2
Dev Guy,2015-05-20,351800,0
Ankh - Anniversary Edition,2005-11-04,353980,2
HIS - [Do335] Berta Hildebrand Pack,2015-05-18,369501,3
Crossfire: Dungeons,2007-01-15,369370,1
Train Simulator: Epic Journeys,2015-05-21,370960,3
"Warhammer 40,000: Armageddon - Glory of Macragge",2015-05-21,353770,1
Chicken Invaders 4 - Christmas Edition,2015-05-21,370400,1
Unlimited Escape 3 & 4 Double Pack,2015-05-21,370970,2
Sunset,2015-05-21,287600,3
Epanalepsis,2015-05-21,333690,1
Interloper,2015-05-21,356420,1
Epanalepsis - Soundtrack,2015-05-21,372520,1
Technobabylon,1900-01-01,307580,2
PAYDAY 2: The Alesso Heist,2015-05-21,366660,0
Bunker - The Underground Game,2015-05-21,354180,1
Sunset OST,2015-05-21,373220,1
The Epanalepsis Papers,2015-05-21,373190,1
GameGuru - Fantasy Pack,2015-05-19,365530,3
GameGuru - Death Valley Combat Pack,2015-05-19,365540,3
GameGuru Mega Pack 1,2015-05-19,321140,3
GameGuru Mega Pack 2,2015-05-19,321141,3
GameGuru Mega Pack 3,2015-05-19,321142,3
GameGuru,2015-05-19,266310,3
FSX: Steam Edition - Battle of Britain: Spitfire Add-On,2015-05-19,360350,3
Making History: The Calm and the Storm Gold Edition,2008-07-30,371190,1
Making History: The Calm and the Storm Gold Edition Demo,2008-07-30,373250,0
Car Mechanic Simulator 2015 - Visual Tuning,2015-05-20,372870,1
FSX: Steam Edition - Ultimate VFR Guam Add-On,2015-05-20,364320,2
Chicken Invaders 4 - Thanksgiving Edition,2015-05-20,370402,1
Construction Simulator 2015: Liebherr 150 EC-B,2015-05-20,359780,1
Locoland Demo,2003-11-22,372180,0
Fantasy Grounds - D&D Hoard of the Dragon Queen,2015-05-18,372020,3
Realm of Perpetual Guilds,2015-05-18,372670,0
Regency Solitaire,2015-05-18,351090,2
Realm of Perpetual Guilds Demo,2015-05-18,372700,0
Love at First Sight,2015-05-18,353330,2
Lemma Demo,2015-05-18,372580,0
S.K.I.L.L. - Special Force 2 (Shooter),2013-09-12,286940,0
DW8E: Edit Parts - Equipment Kimono,2015-05-18,363630,1
D Series OFF ROAD Driving Simulation,2015-05-19,363430,2
S.K.I.L.L. - Special Force 2 - Infantry Pack,2013-09-12,317500,3
S.K.I.L.L. - Special Force 2 - Special Force Pack,2013-09-12,317501,3
Castaway Paradise - Town Building Sim,2015-05-19,304950,2
Kold War Pack,2015-05-19,351555,1
World 1-1,2015-01-15,357410,2
Alum - Soundtrack,2015-05-15,372100,1
Alum Demo,2015-05-15,372070,0
Mysterious Space,2015-05-15,368700,2
Breezeblox,2015-05-15,370080,1
Exostorm,2015-05-15,350000,1
Predator Simulator,2015-05-11,369100,1
Geared,2015-05-15,341770,1
CrossCode,2015-05-15,368340,3
Siralim - Soundtrack,2015-05-15,372550,1
Quantum Rush Champions Demo,2015-05-15,370520,0
Red Goblin: Cursed Forest,2015-05-15,364480,1
Broadsword : Age of Chivalry,2015-05-15,312710,3
Grey Cubes,2015-05-15,371500,1
Machineers - Episode 2: River City,2015-04-14,360360,1
Machineers - Episode 1: Tivoli Town,2015-05-14,356090,1
Higurashi When They Cry Hou - Ch.1 Onikakushi,2015-05-15,310360,2
Train Simulator: LNER Peppercorn Class A2 'Blue Peter' Loco Add-On,2015-05-14,277771,3
InsanZ - Dr.Test,2015-05-15,372170,1
Lootfest,2015-03-14,367030,1
Sinister City - Soundtrack,2015-05-14,370580,0
Batla,2015-05-14,338180,0
Batla - Scout,2015-05-14,353570,1
Batla - Starter Pack,2015-05-14,365840,1
Brain Guzzler,2015-05-08,369860,1
HIS - [Fa223] Berta Hildebrand Pack,2015-05-11,369500,3
NOT A HERO,2015-05-14,274270,2
Close Combat - Panthers in the Fog,2012-11-19,368220,3
Batla - Tank,2015-05-14,353571,1
Axiom Verge,2015-05-14,332200,3
Quell,2015-05-14,344480,1
Soda Star,2015-05-14,360720,1
Quell Memento,2015-05-14,348440,1
Euro Truck Simulator 2 - Scandinavia,2015-05-06,304212,3
Quell Reflect,2015-05-14,348430,1
Technobabylon Demo,2015-05-14,371800,0
"Invisible, Inc.",2015-05-12,243970,3
Rocksmith® 2014 – All That Remains - “Two Weeks”,2015-05-12,342832,1
LOST ORBIT - Original Soundtrack,2015-05-12,349810,1
Rocksmith® 2014 – All That Remains - “Six”,2015-05-12,342833,1
Rocksmith® 2014 – All That Remains - “This Calling”,2015-05-12,342834,1
LOST ORBIT,2015-05-12,282640,2
Rocksmith® 2014 – All That Remains Song Pack,2015-05-12,342835,2
Color Guardians,2015-05-12,336840,2
Ultimate Space Commando,2015-05-12,341910,2
An Assassin in Orlandes,2015-05-12,335460,1
Curse of the Assassin,2015-05-12,335450,1
Despair,2015-05-12,368990,1
Home is Where One Starts...,2015-05-12,355970,1
Airport Firefighters - The Simulation,2015-05-13,350530,2
FSX: Steam Edition - Manhattan X Add-On,2015-05-13,343956,3
Stronghold Crusader 2: The Emperor and The Hermit,2015-05-13,349000,2
Age of Enigma: The Secret of the Sixth Ghost,2011-08-24,362740,2
Dark Echo,2015-05-11,368650,1
Luxor HD,2015-05-11,361020,2
Hacker Evolution Source Code,2015-05-11,364750,3
